Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,Snaps/GP,Slot Rate,OPP Share,Weight OPP,Weight OPP/GP,Pass Comp,Comp/GP,Pass ATT,PA/GP,Pass Yards,PY/GP,Pass TDs,TDs/GP,Pass INT,INT/GP,Comp %,Clean Pocket %,Deep Ball Comp %,TD Rate,Pass Yards/TD,TD:INT,Yards/ ATT,AY/A,Attempted Air Yards,ATT Air Yards/GP,Completed Air Yards,Comp Air Yards/GP,aDOT,QB Rating,Total QBR,CPOE,Rush ATT,Rush ATT/GP,Rush Yards,Rush YDs/GP,Rush TDs,Rush TDs/ GP,TD Rate,Rush YDs/TD,YPC,Evaded Tackles,ET/GP,Big Runs,Juke Rate,GL ATT,FUM,REC,REC/GP,Targets,Targets/GP,Target Share,RZ Targets,Catch Rate,Routes,Routes/GP,Yards/ Route,REC Yards,REC YDs/GP,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,REC TDs/GP,TD Rate,REC YDs/TD,YDs/TM Pass ATT,Air Yards,Air Yards/GP,Air Yards MS,WOPR,RACR,YAC,YAC/GP,Touches,Touches/GP,Scrim Yards,Scrim Yards/GP,Scrim TDs,Scrim TDs/GP,SCRIM YDs/ Play,Fantasy Points,Exp Points,FPOE,PPR PPG,PPG Rank,FP/ Touch,PPR Rank
Mike Davis,CAR,RB,2015,9,297,312,266,584,"2,137",340,58.2%,37.8,-,50.4%,127.2,14.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,85,9.4,353,39.2,2,0.22,2.4%,176.5,4.2,47,5.2,4,36.7%,4,1,43,4.8,49,5.4,16.5%,9,88%,162,18.0,1.7,278,30.9,6.5,5.7,-0.8,2,0.222,4.7%,139.0,0.89,-38,-4.2,-1.8%,0.24,-7.32,284,31.6,128,14.2,631,70.1,4,0.44,1.08,128.1,127.7,2.4,14.2,18,1.0,7
Mike Evans,TB,WR,2014,9,336,347,271,603,"2,921",512,84.9%,56.9,34.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,34,3.8,52,5.8,15.5%,7,65%,287,31.9,1.5,437,48.6,12.9,8.4,11.3,7,0.778,20.6%,62.4,1.26,588,65.3,20.1%,0.37,0.74,94,10.4,34,3.8,437,48.6,7,0.78,0.72,119.7,97.0,22.7,13.3,34,3.5,19
Mike Gesicki,MIA,TE,2018,8,245,249,219,502,"1,901",299,59.6%,37.4,67.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,22,2.8,36,4.5,14.7%,8,61%,190,23.8,1.7,331,41.4,15.0,9.2,11.8,2,0.250,9.1%,165.5,1.33,426,53.3,22.4%,0.38,0.78,77,9.6,22,2.8,331,41.4,2,0.25,0.66,67.1,61.5,5.6,8.4,21,3.1,17
Mike Thomas,CIN,WR,2016,8,321,331,239,595,"2,688",169,28.4%,21.1,19.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,1,0.1,0,0.00,0.0%,-,1.0,-,-,-,-,-,1,13,1.6,17,2.1,5.3%,1,76%,89,11.1,1.5,132,16.5,10.2,7.8,8.3,1,0.125,7.7%,132.0,0.40,141,17.6,5.2%,0.12,0.94,28,3.5,14,1.8,133,16.6,1,0.13,0.22,30.3,32.0,0.3,3.8,121,2.2,106
Mike Williams,LAC,WR,2017,7,264,276,265,535,"2,188",437,81.7%,62.4,15.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,1,0.1,0,0.00,0.0%,-,1.0,-,-,-,-,-,0,23,3.3,40,5.7,15.2%,3,58%,192,27.4,2.0,393,56.1,17.1,9.8,16.2,3,0.429,13.0%,131.0,1.42,647,92.4,29.6%,0.43,0.61,52,7.4,24,3.4,394,56.3,3,0.43,0.74,80.4,65.2,15.2,11.5,44,3.4,49
Miles Boykin,BAL,WR,2019,8,208,216,216,519,"1,876",290,55.9%,36.3,13.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,14,1.8,23,2.9,11.1%,3,61%,128,16.0,1.2,153,19.1,10.9,6.7,9.9,1,0.125,7.1%,153.0,0.71,227,28.4,12.1%,0.25,0.67,49,6.1,14,1.8,153,19.1,1,0.13,0.29,35.3,36.9,-1.6,4.4,115,2.5,103
Miles Sanders,PHI,RB,2019,5,186,194,125,355,"1,644",253,71.3%,50.6,-,76.8%,80.9,16.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,71,14.2,434,86.8,3,0.60,4.2%,144.7,6.1,23,4.6,4,27.7%,2,1,12,2.4,25,5.0,13.4%,1,48%,136,27.2,0.7,91,18.2,7.6,3.6,4.0,0,0.000,0.0%,-,0.47,100,20.0,6.1%,0.24,0.91,95,19.0,83,16.6,525,105.0,3,0.60,1.48,80.5,79.7,2.8,16.1,11,1.0,32
Mitchell Trubisky,CHI,QB,2017,4,154,156,119,282,"1,480",170,60.3%,42.5,-,-,-,-,51,12.8,86,21.5,560,140.0,6,1.5,3,0.8,59.3%,69.7%,15.4%,7.0%,93.3,2.0,6.5,6.3,861,215.3,861,215.3,10.0,87.4,-,-4.0,9,2.3,90,22.5,0,0.00,0.0%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,49.4,46.7,8.3,12.4,34,-,34
Mo Alie-Cox,IND,TE,2017,7,230,236,251,480,"1,666",235,49.0%,33.6,9.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,17,2.4,21,3.0,9.1%,4,81%,62,8.9,4.4,274,39.1,16.1,13.0,9.1,2,0.286,11.8%,137.0,1.16,191,27.3,11.5%,0.22,1.43,97,13.9,17,2.4,274,39.1,2,0.29,0.57,56.4,37.8,18.6,8.1,26,3.3,22
Mycole Pruitt,TEN,TE,2015,5,147,155,164,335,"1,297",115,34.3%,23.0,25.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,3,0.6,4,0.8,2.7%,2,75%,33,6.6,0.5,17,3.4,5.7,4.3,3.8,1,0.200,33.3%,17.0,0.11,15,3.0,1.2%,0.05,1.13,5,1.0,3,0.6,17,3.4,1,0.20,0.05,10.7,10.0,0.7,2.1,53,3.6,51
Myles Gaskin,MIA,RB,2019,7,219,221,200,441,"1,672",304,68.9%,43.4,-,67.5%,113.7,16.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,100,14.3,387,55.3,2,0.29,2.0%,193.5,3.9,32,4.6,1,24.6%,3,1,30,4.3,35,5.0,16.0%,6,86%,132,18.9,1.5,198,28.3,6.6,5.7,0.0,0,0.000,0.0%,-,0.90,-1,-0.1,-0.1%,0.24,-198.00,208,29.7,130,18.6,585,83.6,2,0.29,1.33,98.5,113.7,-13.2,14.1,20,0.8,21
N'Keal Harry,NE,WR,2019,6,174,180,183,389,"1,225",277,71.2%,46.2,31.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.2,2,0.3,0,0.00,0.0%,-,2.0,-,-,-,-,-,1,19,3.2,32,5.3,18.4%,8,59%,144,24.0,1.2,172,28.7,9.1,5.4,6.4,1,0.167,5.3%,172.0,0.96,205,34.2,16.7%,0.39,0.84,82,13.7,20,3.3,174,29.0,1,0.17,0.45,40.4,59.1,-16.7,6.7,96,2.0,96
Nelson Agholor,LV,WR,2015,8,248,258,278,533,"1,958",348,65.3%,43.5,23.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,17,2.1,25,3.1,10.1%,4,68%,177,22.1,2.0,347,43.4,20.4,13.9,14.5,5,0.625,29.4%,69.4,1.34,362,45.3,18.5%,0.28,0.96,67,8.4,17,2.1,347,43.4,5,0.63,0.65,81.7,45.0,36.7,10.2,53,4.8,47
Nick Chubb,CLE,RB,2018,4,104,116,143,269,"1,048",119,44.2%,29.8,-,42.0%,37.8,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,57,14.3,335,83.8,4,1.00,7.0%,83.8,5.9,22,5.5,7,36.7%,4,1,3,0.8,3,0.8,2.9%,0,100%,44,11.0,0.4,17,4.3,5.7,5.7,4.0,0,0.000,0.0%,-,0.15,12,3.0,1.1%,0.05,1.42,5,1.3,60,15.0,352,88.0,4,1.00,1.31,60.2,42.6,19.6,15.1,15,1.0,43
Nick Foles,CHI,QB,2012,7,295,307,165,483,"2,566",443,91.7%,63.3,-,-,-,-,187,26.7,285,40.7,1746,249.4,10,1.4,7,1.0,65.6%,70.7%,40.0%,3.5%,174.6,1.4,6.1,5.7,2313,330.4,2313,330.4,8.1,83.8,50.1,1.9,13,1.9,1,0.1,1,0.14,7.7%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,101.9,140.2,-20.8,14.6,26,-,28
Nick Mullens,SF,QB,2017,5,179,184,154,338,"1,170",242,71.6%,48.4,-,-,-,-,91,18.2,133,26.6,1143,228.6,5,1.0,4,0.8,68.4%,75.4%,100.0%,3.8%,228.6,1.3,8.6,8.0,852,170.4,852,170.4,6.4,94.9,-,6.9,7,1.4,-2,-0.4,0,0.00,0.0%,-,-,-,-,-,-,-,2,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,53.5,69.9,-0.9,10.7,38,-,32
Nick Vannett,DEN,TE,2016,7,243,255,209,488,"2,525",153,31.4%,21.9,6.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,6,0.9,11,1.6,4.5%,1,55%,39,5.6,1.1,44,6.3,7.3,4.0,5.5,0,0.000,0.0%,-,0.17,61,8.7,2.4%,0.08,0.72,23,3.3,6,0.9,44,6.3,0,0.00,0.09,10.4,20.6,-10.2,1.5,54,1.7,52
Noah Brown,DAL,WR,2017,9,378,390,282,680,"2,953",144,21.2%,16.0,35.6%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,9,1.0,12,1.3,3.2%,2,75%,61,6.8,1.6,95,10.6,10.6,7.9,10.1,0,0.000,0.0%,-,0.24,121,13.4,4.1%,0.08,0.79,21,2.3,9,1.0,95,10.6,0,0.00,0.14,18.5,19.8,-1.3,2.1,133,2.1,123
Noah Fant,DEN,TE,2019,7,257,270,186,484,"2,396",354,73.1%,50.6,18.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,32,4.6,46,6.6,17.9%,5,70%,160,22.9,2.2,349,49.9,10.9,7.6,7.2,2,0.286,6.3%,174.5,1.29,332,47.4,13.9%,0.37,1.05,170,24.3,32,4.6,349,49.9,2,0.29,0.72,78.9,73.7,7.2,11.3,7,2.5,12
Nyheim Hines,IND,RB,2018,8,272,280,276,543,"2,027",174,32.0%,21.8,-,24.6%,74.8,9.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,33,4.1,107,13.4,1,0.13,3.0%,107.0,3.2,7,0.9,0,11.5%,2,0,28,3.5,35,4.4,12.9%,5,80%,100,12.5,2.2,220,27.5,7.9,6.3,1.4,3,0.375,10.7%,73.3,0.79,49,6.1,2.4%,0.21,4.49,175,21.9,61,7.6,327,40.9,4,0.50,0.60,84.7,71.6,13.1,10.6,33,1.4,29
Odell Beckham,CLE,WR,2014,7,197,211,229,451,"1,753",316,70.1%,45.1,9.3%,-,-,-,1,0.1,1,0.1,18,2.6,0,0.0,0,0.0,-,-,-,0.0%,-,-,18.0,18.0,17,2.4,17,2.4,-,-,-,-,3,0.4,72,10.3,1,0.14,33.30%,72.0,24.0,-,-,-,-,-,0,23,3.3,44,6.3,22.3%,6,52%,174,24.9,1.8,319,45.6,13.9,7.3,13.3,3,0.429,13.0%,106.3,1.51,584,83.4,33.3%,0.57,0.55,46,6.6,26,3.7,391,55.9,4,0.57,0.87,86.8,79.4,7.6,12.4,39,3.3,38
OJ Howard,TB,TE,2017,4,150,155,130,275,"1,287",132,48.0%,33.0,5.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,11,2.8,19,4.8,12.7%,3,58%,59,14.8,2.5,146,36.5,13.3,7.7,11.9,2,0.500,18.2%,73.0,0.94,226,56.5,17.6%,0.31,0.65,17,4.3,11,2.8,146,36.5,2,0.50,0.53,37.6,31.1,6.5,9.4,13,3.4,30
Olabisi Johnson,MIN,WR,2019,8,202,209,258,490,"1,933",120,24.5%,15.0,12.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,5,0.6,9,1.1,4.5%,0,56%,53,6.6,1.8,93,11.6,18.6,10.3,13.8,0,0.000,0.0%,-,0.44,124,15.5,6.4%,0.11,0.75,37,4.6,5,0.6,93,11.6,0,0.00,0.19,14.3,13.3,1.0,1.8,135,2.9,131
Olamide Zaccheaus,ATL,WR,2019,9,342,352,293,653,"3,061",283,43.3%,31.4,9.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,0,0.0,0,0.00,0.0%,-,0.0,-,-,-,-,-,0,18,2.0,28,3.1,8.2%,1,64%,115,12.8,2.2,253,28.1,14.1,9.0,13.6,1,0.111,5.6%,253.0,0.72,380,42.2,12.4%,0.21,0.67,49,5.4,19,2.1,253,28.1,1,0.11,0.39,49.3,46.4,2.9,5.5,103,2.6,87
Parris Campbell,IND,WR,2019,2,71,71,77,147,522,63,42.9%,31.5,94.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,2,1.0,16,8.0,0,0.00,0.0%,-,8.0,-,-,-,-,-,0,6,3.0,9,4.5,12.7%,0,67%,29,14.5,2.4,71,35.5,11.8,7.9,11.9,0,0.000,0.0%,-,1.00,107,53.5,20.5%,0.33,0.66,18,9.0,8,4.0,87,43.5,0,0.00,0.59,14.7,14.8,-0.1,7.4,89,1.8,129
Patrick Laird,MIA,RB,2019,8,245,249,219,502,"1,901",36,7.2%,4.5,-,2.3%,6.9,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,-1,-0.1,0,0.00,0.0%,-,-1.0,0,0.0,0,0.0%,0,0,4,0.5,4,0.5,1.6%,0,100%,3,0.4,9.3,28,3.5,7.0,7.0,0.0,0,0.000,0.0%,-,0.11,0,0.0,0.0%,0.02,-,10,1.3,5,0.6,27,3.4,0,0.00,0.05,6.7,5.8,0.9,0.8,100,1.3,98
Patrick Mahomes,KC,QB,2017,9,330,336,256,601,"2,262",579,96.3%,64.3,-,-,-,-,220,24.4,329,36.6,2687,298.6,25,2.8,1,0.1,66.9%,79.9%,40.6%,7.6%,107.5,25.0,8.2,9.6,2522,280.2,2522,280.2,7.7,115.9,85.4,2.4,36,4.0,165,18.3,2,0.22,5.6%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,234.0,190.3,74.7,26.0,4,-,1
Peyton Barber,WAS,RB,2016,8,271,282,243,522,"1,714",76,14.6%,9.5,-,16.5%,25.2,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,38,4.8,81,10.1,2,0.25,5.3%,40.5,2.1,0,0.0,0,0.0%,4,0,1,0.1,2,0.3,0.7%,0,50%,10,1.3,0.4,4,0.5,4.0,2.0,2.0,0,0.000,0.0%,-,0.01,4,0.5,0.2%,0.01,1.00,1,0.1,39,4.9,85,10.6,2,0.25,0.16,21.5,37.8,-16.3,2.7,90,0.6,79
Philip Rivers,IND,QB,2004,8,272,280,276,543,"2,027",527,97.1%,65.9,-,-,-,-,186,23.3,274,34.3,2087,260.9,10,1.3,7,0.9,67.9%,72.0%,57.1%,3.6%,208.7,1.4,7.6,7.2,1979,247.4,1979,247.4,7.2,91.9,65.5,1.1,12,1.5,-2,-0.3,0,0.00,0.0%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,109.3,134.1,-3.8,13.7,30,-,27
Phillip Lindsay,DEN,RB,2018,5,177,186,141,338,"1,708",130,38.5%,26.0,-,42.6%,41.9,8.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,53,10.6,310,62.0,1,0.20,1.9%,310.0,5.8,9,1.8,5,16.4%,2,0,2,0.4,7,1.4,4.0%,1,29%,37,7.4,0.4,14,2.8,7.0,2.0,1.7,0,0.000,0.0%,-,0.08,12,2.4,0.7%,0.06,1.17,9,1.8,55,11.0,324,64.8,1,0.20,0.96,40.4,41.0,-0.6,8.1,50,0.7,58
Preston Williams,MIA,WR,2019,8,245,249,219,502,"1,901",336,66.9%,42.0,6.1%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,18,2.3,35,4.4,14.3%,5,51%,225,28.1,1.3,288,36.0,16.0,8.2,14.5,4,0.500,22.2%,72.0,1.16,508,63.5,26.7%,0.40,0.57,32,4.0,18,2.3,288,36.0,4,0.50,0.57,70.8,63.5,11.3,8.9,69,3.9,62
Quintez Cephus,DET,WR,2020,5,176,182,157,340,"1,414",148,43.5%,29.6,9.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,8,1.6,15,3.0,8.5%,2,53%,58,11.6,2.2,128,25.6,16.0,8.5,11.2,0,0.000,0.0%,-,0.70,168,33.6,11.9%,0.21,0.76,42,8.4,8,1.6,128,25.6,0,0.00,0.38,20.8,24.3,-3.5,4.2,116,2.6,120
Raheem Mostert,SF,RB,2015,4,126,128,141,260,815,116,44.6%,29.0,-,44.7%,48.7,12.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,51,12.8,303,75.8,1,0.25,2.0%,303.0,5.9,18,4.5,2,29.0%,2,0,11,2.8,12,3.0,9.5%,0,92%,42,10.5,3.6,150,37.5,13.6,12.5,3.0,1,0.250,9.1%,150.0,1.17,36,9.0,4.4%,0.17,4.17,114,28.5,62,15.5,453,113.3,2,0.50,1.74,68.3,46.2,22.1,17.1,8,1.1,37
Randall Cobb,HOU,WR,2011,8,263,272,180,492,"2,334",332,67.5%,41.5,68.2%,-,-,-,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,-,-,-,0.0%,-,-,0.0,0.0,7,0.9,7,0.9,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,33,4.1,41,5.1,15.6%,4,80%,210,26.3,1.9,393,49.1,11.9,9.6,6.9,2,0.250,6.1%,196.5,1.44,284,35.5,12.2%,0.32,1.38,143,17.9,33,4.1,393,49.1,2,0.25,0.80,84.3,71.0,13.3,10.5,50,2.6,40
Reggie Bonnafon,CAR,RB,2018,2,64,65,65,128,366,23,18.0%,11.5,-,21.5%,10.1,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,12,6.0,69,34.5,0,0.00,0.0%,-,5.8,0,0.0,1,0.0%,0,0,2,1.0,2,1.0,3.1%,1,100%,9,4.5,2.0,18,9.0,9.0,9.0,-1.0,1,0.500,50.0%,18.0,0.28,-2,-1.0,-0.5%,0.04,-9.00,20,10.0,14,7.0,87,43.5,1,0.50,0.68,16.7,10.7,6.0,8.4,47,1.2,85
Rex Burkhead,NE,RB,2013,8,231,240,254,535,"1,656",237,44.3%,29.6,-,32.3%,72.8,9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,57,7.1,236,29.5,3,0.38,5.3%,78.7,4.1,15,1.9,2,19.7%,1,0,19,2.4,25,3.1,10.8%,4,76%,88,11.0,1.7,152,19.0,8.0,6.1,-0.6,1,0.125,5.3%,152.0,0.63,-15,-1.9,-0.9%,0.16,-10.13,167,20.9,76,9.5,388,48.5,4,0.50,0.73,81.8,67.1,14.7,10.2,34,1.1,30
Rob Gronkowski,TB,TE,2010,9,336,347,271,603,"2,921",468,77.6%,52.0,4.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,27,3.0,46,5.1,13.7%,9,59%,196,21.8,1.6,323,35.9,12.0,7.0,10.3,3,0.333,11.1%,107.7,0.93,474,52.7,16.2%,0.32,0.68,128,14.2,27,3.0,323,35.9,3,0.33,0.54,77.3,79.8,-2.5,8.6,20,2.9,13
Robby Anderson,CAR,WR,2016,9,297,312,266,584,"2,137",453,77.6%,50.3,22.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,3,0.3,0,0.00,0.0%,-,3.0,-,-,-,-,-,1,60,6.7,82,9.1,27.6%,6,73%,264,29.3,2.8,749,83.2,12.5,9.1,9.7,1,0.111,1.7%,749.0,2.40,795,88.3,37.2%,0.67,0.94,290,32.2,61,6.8,752,83.6,1,0.11,1.29,139.2,129.7,12.9,15.5,19,2.3,10
Robert Tonyan,GB,TE,2017,8,268,280,277,542,"2,269",328,60.5%,41.0,23.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,24,3.0,28,3.5,10.4%,4,86%,135,16.9,2.3,314,39.3,13.1,11.2,8.3,5,0.625,20.8%,62.8,1.12,233,29.1,10.3%,0.23,1.35,131,16.4,24,3.0,314,39.3,5,0.63,0.58,85.4,45.3,40.1,10.7,10,3.6,9
Robert Woods,LAR,WR,2013,8,272,284,264,563,"2,025",510,90.6%,63.8,26.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,16,2.0,108,13.5,2,0.25,12.5%,54.0,6.8,-,-,-,-,-,2,37,4.6,54,6.8,19.9%,7,69%,272,34.0,1.6,435,54.4,11.8,8.1,8.2,4,0.500,10.8%,108.8,1.53,443,55.4,21.9%,0.45,0.98,242,30.3,53,6.6,543,67.9,6,0.75,0.96,123.3,102.0,25.3,15.4,20,2.3,17
Ronald Jones,TB,RB,2018,9,336,347,271,603,"2,921",288,47.8%,32.0,-,57.2%,125.3,13.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,120,13.3,538,59.8,4,0.44,3.3%,134.5,4.5,32,3.6,4,22.1%,3,1,25,2.8,35,3.9,10.4%,4,71%,111,12.3,1.1,118,13.1,4.7,3.4,0.5,0,0.000,0.0%,-,0.34,18,2.0,0.6%,0.16,6.56,102,11.3,145,16.1,656,72.9,4,0.44,1.09,112.6,124.4,-9.8,12.5,25,0.8,13
Royce Freeman,DEN,RB,2018,8,281,294,218,548,"2,787",104,19.0%,13.0,-,12.8%,24.3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,20,2.5,68,8.5,0,0.00,0.0%,-,3.4,3,0.4,0,11.1%,1,0,7,0.9,8,1.0,2.8%,4,88%,32,4.0,1.8,58,7.3,8.3,7.3,1.5,0,0.000,0.0%,-,0.20,12,1.5,0.4%,0.05,4.83,50,6.3,27,3.4,126,15.8,0,0.00,0.23,19.6,23.3,-3.7,2.5,92,0.7,81
Russell Gage,ATL,WR,2018,9,342,352,293,653,"3,061",369,56.5%,41.0,76.2%,-,-,-,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,-,-,-,0.0%,-,-,0.0,0.0,38,4.2,38,4.2,-,-,-,-,1,0.1,-2,-0.2,0,0.00,0.0%,-,-2.0,-,-,-,-,-,0,35,3.9,52,5.8,15.2%,9,67%,220,24.4,1.7,379,42.1,10.8,7.3,7.9,1,0.111,2.9%,379.0,1.08,409,45.4,13.4%,0.32,0.93,120,13.3,36,4.0,377,41.9,1,0.11,0.58,78.7,87.3,-8.6,8.7,71,2.2,53
